Context,Response,Clean_Context,Clean_Response
"I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore.","Hello, and thank you for your question. This is one of those times when you wish you could assure someone that everything will go perfectly, but unfortunately I can't do that. There is no way of knowing how parents might respond until you tell them. The truth is that people have come out to their parents in many different ways. Some have told their parents directly, some drop hints, some have had others tell their parents, etc. The only ""right"" way to come out is the one that you choose. The one that feels right to you. That is the best way. Some people decide not to come out, and some wait for a very long time. Both of these things are okay. Coming out is deeply personal, and there can be real consequences to someone's emotional health and safety if they tell the wrong person. That is why it should only be done when you are ready. When you feel that you have the emotional and personal support that you need to take the risk. Sometimes people can feel pressured to come out, but I encourage you to do it in your own time. The truth is, there is a spectrum of how people's parents react to this kind of news. On one end, you may have the parents who shut a person out and are abusive, and on the opposite side you may have parents that are totally okay with it and throw you a ""Coming Out"" party. Most parents are going to fall somewhere in the middle. It is important to remember that their feelings may change over time. Many parents struggle at first, but they love their kids and get better with it over time. If you decide to tell them, consider taking someone along to support you. Plan ahead on what you want to say. It can be an emotional time, so do what you need to do to take care of yourself. If you need to, leave. You don't have to stay anywhere where someone is being cruel to you. I wish you well, and good luck.Robin J. Landwehr, DBH, LPC, NCC",im love gender parents dont know tell im afraid theyll want anymore,hello thank question one times wish could assure someone everything go perfectly unfortunately cant way knowing parents might respond tell truth people come parents many different ways told parents directly drop hints others tell parents etc right way come one choose one feels right best way people decide come wait long time things okay coming deeply personal real consequences someones emotional health safety tell wrong person done ready feel emotional personal support need take risk sometimes people feel pressured come encourage time truth spectrum peoples parents react kind news one end may parents shut person abusive opposite side may parents totally okay throw coming party parents going fall somewhere middle important remember feelings may change time many parents struggle first love kids get better time decide tell consider taking someone along support plan ahead want say emotional time need take care need leave dont stay anywhere someone cruel wish well good luckrobin j landwehr dbh lpc ncc
My mom is always bossy and treats me like a child even though I'm in my 20s. She argues with me over stupid stuff.,"This is a common issue. You grow up gradually, and parents often forget to shift their habitual responses according to your newfound level of maturity and growing need for freedom and independance. I'm all for helping you find new ways to cope and interact with your mom. Ultimately, you only have control over yourself, so that's the place to start. You can remind yourself that Mom's behaviours don't mean that she doesn't trust you or love you; it's just that she has habitual ways of talking to you that seem stuck in the fourteen year old range. If you can see her responses as habits, rather than a reflection of how she feels about you, then you can keep yourself calm. The more calm you are, the more she will buy into it when you invite her into a different sort of relationship. Take a look at the picture from her perspective. She may feel overwhelmed with finances (are you in college?), and feel burdened by the mundane tasks in life that she doesn't know how to recruit help for. I bet your mom spends a lot of time picking up after you, cleaning, cooking, doing laundry...all those thankless mom tasks. Take a look at how she talks to you... is she nagging about chores? Can you see that underneath the nagging there's a pretty overwhelmed and powerless person who needs assistance?  Okay, so my guess is that you both have a legitimate beef. She wants help. You want respect. Let's talk about how you get both.I propose that you sit down with mom and negotiate out a different sort of dynamic. ""Mom...I see us as stuck in how we interacted when I was fourteen. Can we do this differently in a way that we both get what we want?"" Sell it as ""win-win"". Then you write down some things that end up forming a contract. The first part is stuff that's your business and your business alone: things you want your mom to respect, like your room, your school, your job, your personal relationships and hygiene.... Mom's voice has no place in these arenas, unless you are storing food in your room and it's a health hazard. This is a ""Mom says nothing about"" list. The second part is about what Mom needs from you. What are her expectations about your role in the home as an adult. Does she want you to contribute to rent? Buy your own food? Do your own laundry? What items can we put in your control that would take some burden off of Mom? How will these things be enforced? What will happen if you don't follow through? Write it all down so it's really clear. It has to all be mutually agreed upon.The third part of the conversation is about how she talks to you, and how you talk to her. You can let her know that you don't want to be told what to do or when to do it; that doesn't work when you're 20 years old. Listen to what she wants too. Beyond the contract you've just written up, anything else you want from each other is a request, it's optional, and whether and when you do it is at your discretion. My guess is that if she spoke to you with more respect, you'd be more willing to help out. AND, I think if you participated a bit more she would nag at you less. Go for the win-win. I wish you well as you negotiate a new relationship with Mom. :)",mom always bossy treats like child even though im 20s argues stupid stuff,common issue grow gradually parents often forget shift habitual responses according newfound level maturity growing need freedom independance im helping find new ways cope interact mom ultimately control thats place start remind moms behaviours dont mean doesnt trust love habitual ways talking seem stuck fourteen year old range see responses habits rather reflection feels keep calm calm buy invite different sort relationship take look picture perspective may feel overwhelmed finances college feel burdened mundane tasks life doesnt know recruit help bet mom spends lot time picking cleaning cooking laundryall thankless mom tasks take look talks nagging chores see underneath nagging theres pretty overwhelmed powerless person needs assistance okay guess legitimate beef wants help want respect lets talk get bothi propose sit mom negotiate different sort dynamic momi see us stuck interacted fourteen differently way get want sell winwin write things end forming contract first part stuff thats business business alone things want mom respect like room school job personal relationships hygiene moms voice place arenas unless storing food room health hazard mom says nothing list second part mom needs expectations role home adult want contribute rent buy food laundry items put control would take burden mom things enforced happen dont follow write really clear mutually agreed uponthe third part conversation talks talk let know dont want told doesnt work youre 20 years old listen wants beyond contract youve written anything else want request optional whether discretion guess spoke respect youd willing help think participated bit would nag less go winwin wish well negotiate new relationship mom
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.","You undoubtedly are carrying a huge weight on your shoulders. Stressors come in many forms and you are engulfed in a few of the major ones as it relates to dealing with the declining health of your father, family conflict, as well as trying to balance a work and school schedule. Stress, if left unchecked has many negative health related implications. First and foremost I would recommend going to see a counselor at your college/university. Most colleges have counseling centers for students that usually allow for 5-6 free counseling sessions (your tuition actually pay for these sessions so take advantage of them). Secondly I would advise you to take a minute and breathe. When confronted with overwhelming life issues it is common to busy ourselves in an attempt to distract ourselves from the drama, but sometimes that can compound our stress. When dealing with stress it is important that you engage in self care. In other words find time to engage in activities that bring you a sense of peace, enjoyment, and fulfillment in order that you may get a momentary release from your daily hectic life. Even with a normal life there is no way to escape stress, it is inevitable and a part of life, but how you deal with stress, as well as how you take care of yourself in the midst of these whirlwind events will determine your quality of life. I hope this helps...",work two jobs go school criminal justice summer father stroke devastating father isnt family fights every day kicked house many times break lot,undoubtedly carrying huge weight shoulders stressors come many forms engulfed major ones relates dealing declining health father family conflict well trying balance work school schedule stress left unchecked many negative health related implications first foremost would recommend going see counselor collegeuniversity colleges counseling centers students usually allow 56 free counseling sessions tuition actually pay sessions take advantage secondly would advise take minute breathe confronted overwhelming life issues common busy attempt distract drama sometimes compound stress dealing stress important engage self care words find time engage activities bring sense peace enjoyment fulfillment order may get momentary release daily hectic life even normal life way escape stress inevitable part life deal stress well take care midst whirlwind events determine quality life hope helps
"I saw my mother cheating on my dad before. I said something to her, and she said it was in the past. Yesterday, I saw her texting dirty things to the same guy. Should I talk to her again? I don't want my parents to go their separate ways, I just want her to stop. it's not fair.","You as the child in the middle of your parents' problems is the worse position to be in.  I can only imagine your hurt, pain and confusion on what to do.  Honestly, this is a hard question to answer without knowing your age, your parents' ability to handle hearing information from you and your maturity to handle what may happen in the end.  One thing I would like to note....your parents may be in the same house but if your mother is cheating, they have already gone their separate ways.",saw mother cheating dad said something said past yesterday saw texting dirty things guy talk dont want parents go separate ways want stop fair,child middle parents problems worse position imagine hurt pain confusion honestly hard question answer without knowing age parents ability handle hearing information maturity handle may happen end one thing would like noteyour parents may house mother cheating already gone separate ways
I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.,"Hi Troy, I totally get this. It's a dilemma; you want your dad to know how he's hurting you but you don't feel safe enough to say anything to him. Your reaction is understandable; it's his responsibility as a parent to work harder than you to create that safe place for you to be open. But that's not who your dad is. Your dad is your dad, and waiting for him to change won't really help. Nothing you do can change your dad, but...there are things you can do for yourself and your relationship with him. While your response of avoiding him is understandable, I wonder what effect it has on your dad. It's possible that he's feeling frustrated, rejected and punished by your withdrawal. You may think he knows that you're feeling hurt, but he probably doesn't. So this is the squirrel chasing its tail: your dad is rude, so your habit is to be silent, then he maybe feels abandoned and frustrated. His frustration comes out as more rudeness, which makes you want to withdraw more, and the cycle starts all over again. You can't change his part of the cycle but you can change yours.Are you willing to take a risk? Can you be honest about how you're feeling? What's the worst thing that could happen if you said to your dad ""You know why I avoid you? I stay silent because when I talk to you say rude things. So if you want me to talk, I need to know you can listen."" I imagine it would come out differently because you're a few generations younger than me, but put that into your own words.I don't know the level of your dad's 'rudeness'. If he is abusive, then a better plan is to see a therapist alone or talk to someone about this. I don't want to put you at any risk. But if you don't worry your dad will hurt you, maybe give honesty a try.My point is that, as rude as your dad may be, checking out of a relationship by being silent is also rude. It's powerful...your silence. Your dad can't read your mind, and if you want things to be better you will need to get in that ring with him.And, if you're both open to it, seeing a therapist together can be really helpful. :)",avoid talking always makes upset cant honest anything always rude,hi troy totally get dilemma want dad know hes hurting dont feel safe enough say anything reaction understandable responsibility parent work harder create safe place open thats dad dad dad waiting change wont really help nothing change dad butthere things relationship response avoiding understandable wonder effect dad possible hes feeling frustrated rejected punished withdrawal may think knows youre feeling hurt probably doesnt squirrel chasing tail dad rude habit silent maybe feels abandoned frustrated frustration comes rudeness makes want withdraw cycle starts cant change part cycle change yoursare willing take risk honest youre feeling whats worst thing could happen said dad know avoid stay silent talk say rude things want talk need know listen imagine would come differently youre generations younger put wordsi dont know level dads rudeness abusive better plan see therapist alone talk someone dont want put risk dont worry dad hurt maybe give honesty trymy point rude dad may checking relationship silent also rude powerfulyour silence dad cant read mind want things better need get ring himand youre open seeing therapist together really helpful
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"Congrats on your upcoming grandchild!Does your daughter want you to break news of her pregnancy, to the family?Talk with your daughter first, whether or not she would like you to tell other family members.Also, given the other facts you mention in your post, if household and financial management are areas you feel your daughter is vulnerable, then bring up these topics too.Stay open minded about your daughter having views which are different from yours.",living boyfriend seven years therapy depression social anxiety hasnt worked time,congrats upcoming grandchilddoes daughter want break news pregnancy familytalk daughter first whether would like tell family membersalso given facts mention post household financial management areas feel daughter vulnerable bring topics toostay open minded daughter views different
"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?","Hi Morristown,There's a saying that goes ""hurt people hurt people"". It's possible that your aggression towards your friends is connected to your mother's behaviours. When we are treated poorly, especially as children, it affects how we ourselves, others, and the world. It's also powerful modelling of aggressive behaviour. The good news is that you have this lovely awareness and I think a desire to learn about yourself and grow in your ability to be respectful to people you care about. I recommend you consider sitting down with a therapist and exploring these ideas and moving forward on that path you seem to want to be on. Good luck!",keep mean best friend dont know time come maybe kind conclusion mother mean time could cause,hi morristowntheres saying goes hurt people hurt people possible aggression towards friends connected mothers behaviours treated poorly especially children affects others world also powerful modelling aggressive behaviour good news lovely awareness think desire learn grow ability respectful people care recommend consider sitting therapist exploring ideas moving forward path seem want good luck
"My mom made a lot of mistakes a couple years back, and I can't seem to forgive her. I want to say that it's okay, but I can't. I feel like even if I did forgive her, I wouldn't be able to say it to her face.","How someone feels when they forgive another, is at peace with themselves and their understanding of what went wrong, who was responsible for what in the situation, and clarity on their own motivation, actions, emotions including pain, regret, resentment, sadness.These steps ideally allow a new door to open in order to develop new paths in the existing relationship or accept that this will not be possible due to either person's way of handling themselves.The long answer would be that you're not yet through with this process.I commend you on being truthful with yourself about yourself.You're on the right track by expecting to feel resolved when you've reached resolution, and not before.Finding patience with the unpredictable amount of time needed to thoroughly examine all the details of the incidents you mention, sometimes is a frustration of its own.Keep up your good work of knowing your own life.It is a worthwhile endeavor!",mom made lot mistakes couple years back cant seem forgive want say okay cant feel like even forgive wouldnt able say face,someone feels forgive another peace understanding went wrong responsible situation clarity motivation actions emotions including pain regret resentment sadnessthese steps ideally allow new door open order develop new paths existing relationship accept possible due either persons way handling themselvesthe long answer would youre yet processi commend truthful yourselfyoure right track expecting feel resolved youve reached resolution beforefinding patience unpredictable amount time needed thoroughly examine details incidents mention sometimes frustration ownkeep good work knowing lifeit worthwhile endeavor
"My mom and I have been fighting a lot now, and I just want a good relationship with her.","The best way to work on a relationship is for both people to engage with the problem and start communicating with each other more effectively.  One of the hardest things about this, however, is getting both people within the relationship to recognize that they are both responsible for the successes and failures within the relationship and remove all the all-or-nothing blame. The best style of communication is open and asking for clarification; why not try asking your mother why this particular fight/situation is eliciting such an angry response.  Often, the simple act of expressing that we don't understand the other person's point of view can open the doors to better levels of communication. The hardest part is trying to remain humble as we seek out that clarification and avoid the blaming language we are so used to using in such times.",mom fighting lot want good relationship,best way work relationship people engage problem start communicating effectively one hardest things however getting people within relationship recognize responsible successes failures within relationship remove allornothing blame best style communication open asking clarification try asking mother particular fightsituation eliciting angry response often simple act expressing dont understand persons point view open doors better levels communication hardest part trying remain humble seek clarification avoid blaming language used using times
"I am a teenager, and my brother is a few years older. He has a girlfriend who is always with him. He never hangs out with me anymore. We were really close, and it is making me really sad.","Hi Zionsville. It's so sweet that you have a special relationship with your brother. You will ALWAYS have that, you know? He's doing what's natural at his age...spreading his wings and looking for love. You may be heading into that zone soon too, but I get that it's weird that he's there before you, and you miss him.Try to respect your brother's autonomy, wish him well, be friendly with his girlfriend, and it's also okay to say ""Hey, bro, I'm still here. When can we hang out!?""",teenager brother years older girlfriend always never hangs anymore really close making really sad,hi zionsville sweet special relationship brother always know hes whats natural agespreading wings looking love may heading zone soon get weird hes miss himtry respect brothers autonomy wish well friendly girlfriend also okay say hey bro im still hang
"I've been hurt by a man for five years. He doesn't involve me with the family or kids. Everyone in the family is against me. There is a Mass today for a family member, and he never asked me to go. I'm to sit home alone now and Christmas too. He expects me to sit alone while he enjoys being with the family. We are in our 50s, and it hurts that he won't even think of me or involve me as part of the family. He doesn't even care. I am leaving him as soon as possible, but I hurt so bad that I didn't know who to turn too. I'm now in this low funk of depression, and I'm scared because I do stupid things to myself and give up. I have no friends because I was a truck driver. I've been getting serious headaches and can't sleep. I don't eat; I've lost my appetite. This has been going on for a couple weeks now.","Hi Florida,I get the sense that, aside from this relationship, you're quite isolated in general. It's sad that you're feeling excluded at Christmastime and family events. While I would suggest that you don't really know what he or his family are thinking or feeling (you assume they're against you, and that he doesn't care), he is certainly behaving in a very distant, excluding manner and it's understandable that you would feel rejected and hurt. How long has this part been happening? Has he always acted this way, or is it more recent? Did something happen recently? You mentioned doing ""stupid things to yourself"", and I don't know what that means. If you are engaging in self-harm he may be confused about what to do and he might need some time to think and be separate but is having trouble talking about this. Part of the problem, of course, is that you don't know what's going on for him. Certainly, you deserve the truth, and if he doesn't want to spend time with you, I would hope he would be honest. Have you been open to hearing the truth from him? Is there any reason for him to hesitate to tell you why he's being distant? Maybe you could ask him, if you are ready to hear.I'm glad to hear that you believe that you deserve a full, loving relationship, although it seems that moving forward might be difficult for you. Is it possible your happiness is a bit too dependant on this man? I'm just guessing, based on what you've said here.  It seems that it's possible your situation has led to some depression, and I would recommend a session with a qualified therapist to help you sort this out. You will need support, even if the relationship is repaired. Best of luck.",ive hurt man five years doesnt involve family kids everyone family mass today family member never asked go im sit home alone christmas expects sit alone enjoys family 50s hurts wont even think involve part family doesnt even care leaving soon possible hurt bad didnt know turn im low funk depression im scared stupid things give friends truck driver ive getting serious headaches cant sleep dont eat ive lost appetite going couple weeks,hi floridai get sense aside relationship youre quite isolated general sad youre feeling excluded christmastime family events would suggest dont really know family thinking feeling assume theyre doesnt care certainly behaving distant excluding manner understandable would feel rejected hurt long part happening always acted way recent something happen recently mentioned stupid things dont know means engaging selfharm may confused might need time think separate trouble talking part problem course dont know whats going certainly deserve truth doesnt want spend time would hope would honest open hearing truth reason hesitate tell hes distant maybe could ask ready hearim glad hear believe deserve full loving relationship although seems moving forward might difficult possible happiness bit dependant man im guessing based youve said seems possible situation led depression would recommend session qualified therapist help sort need support even relationship repaired best luck
"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed.    I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship.    What can I do?","Do you have a close friend or relative who's opinion you trust? Ask them for their honest feedback and if they see you like your cousin does. If they don’t see these qualities in you, then it may be your cousin’s issue and she’s taking it out on you. You can always ask her what would be the best way to communicate plans with her so you know, specifically, what she is expecting. Then if you meet these expectations and she still blames you and comments on how inconsiderate you are, it's her issue and she is not coming from a place of love.Even if you do resemble her comments, the way it sounds like she approaches this problem is not out of love. The fact that you're introspective enough to consider your own behavior suggests the problem is not with you.",hello cousin family making feel belittled insecure frustrated stay city know comes place love always shortfused highly temperamental something doesnt work way planned tried best coordinate plans always ends frustrated lack communication seem part makes condescending comments character include inconsiderate negative oblivious self consumed tried talk openly always comes back attack character never heard comments anyone else thinking lot comments whether truly inconsiderate person thoughtful spatially aware surroundingspeople positive end feeling awfully hurt affected relationship,close friend relative whos opinion trust ask honest feedback see like cousin don’t see qualities may cousin’s issue she’s taking always ask would best way communicate plans know specifically expecting meet expectations still blames comments inconsiderate issue coming place loveeven resemble comments way sounds like approaches problem love fact youre introspective enough consider behavior suggests problem
"I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. He came to my house and talked to her, and she let us date again but not see each other. He comes up to my school every day and it tears me apart that I have to lie to her.","I understand that this can be difficult when you care about someone. Have you had a discussion with your mom as to why she does not want you and this boy to see each other, and what her concerns are? It sounds as though you and your mom may be able to use some help with communicating, and compromising. It is understandable that you do not to feel comfortable having  to lie to your mom. It  would be helpful if she could understand that you having to lie to he is getting in the way of you being able to go to her with any issue and  feel she will hopefully understand or try to understand where you are coming from.  Have either one of you been in family therapy? This may be something you may want to suggest to your mom to help you both understand where each one is coming from. If your mood is sad, and your feeling worse, it is important that you reach out to an adult, parent, person at school whom you trust to share your feelings and help you feel understood and work through your problems.",use happy matter always happy got relationship guy love much we’re teenagers week birthday mom made stop talking broke came house talked let us date see comes school every day tears apart lie,understand difficult care someone discussion mom want boy see concerns sounds though mom may able use help communicating compromising understandable feel comfortable lie mom would helpful could understand lie getting way able go issue feel hopefully understand try understand coming either one family therapy may something may want suggest mom help understand one coming mood sad feeling worse important reach adult parent person school trust share feelings help feel understood work problems
"I'm applying to private high schools. I'm playing basketball on my school team currently, and I love it. I also play on a team that I've hated since the beginning, and I finally want to quit before the season gets started. However, my parents say I can play on either both teams or neither. I think it's unfair because it's up to me if I want to play for a certain team. I was planning on playing basketball for the high school I get into, but if that means continuing to play for the team I hate, then I wouldn't want to play in high school. Now I don't know what to do! My parents are threatening to send me off to a different home if I don't play. I just want to run away.","The situation in your family seems to place unnecessary pressure on you.Are you and your parents able to talk together about their reason for their standard?Are your parents willing to listen to your reasons to not play on the team you hate?If yes, then maybe some type of compromise is possible for all of you to negotiate.If none of the above is possible, then you may want to get specific and direct advice from a professional, such as the school guidance counselor or psychologist, whom you'd trust and feel safe in talking.I hope you and your parents will find an answer that all of you are happy to accept.",im applying private high schools im playing basketball school team currently love also play team ive hated since beginning finally want quit season gets started however parents say play either teams neither think unfair want play certain team planning playing basketball high school get means continuing play team hate wouldnt want play high school dont know parents threatening send different home dont play want run away,situation family seems place unnecessary pressure youare parents able talk together reason standardare parents willing listen reasons play team hateif yes maybe type compromise possible negotiateif none possible may want get specific direct advice professional school guidance counselor psychologist youd trust feel safe talkingi hope parents find answer happy accept
"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.","Thanks for the question. Regardless of whether or not you are sensitive, it is okay to want better communication with those who are important to you. When we feel that we are being talked down to or being ridiculed, it is difficult to not take it personally. It sounds like you have taken the first and necessary step in resolving this by bringing up the issue to him. Is it possible that the delivery of your message is causing him to feel blamed or defensive? Try communicating with him during a time when you are not upset and when it is out of context. Begin your statements with ""I"" as opposed to ""you."" For example, you can tell him, ""I feel angry when you raise your voice at me"" instead of ""You always yell at me."" Also, avoid using black and white terms such as never and always. Additionally, offer sugggestions as to ways that he can better communicate with you. Maybe he just doesn't know how to. Lastly, when delivering a message, I like to use the sandwich method by starting off the discussion with something postive and ending it with something postive. For example, you may say something to the effect of:""Dad, I enjoy the discussions we share and really value your opinion. There are times that I feel angry when you talk to me aggressively. Perhaps you can try talking to me using a calmer tone when I bring up heated topics. Let's try and work on this together. I will try to be less sensitive and I am asking that you be more calm.""I hope you find this useful!",always arguing father gets stressed work health talks tone voice seems demanding seems like yelling get upset often sensitive always says overreacting never seems understand hurting feelings matter often try tell never listens,thanks question regardless whether sensitive okay want better communication important feel talked ridiculed difficult take personally sounds like taken first necessary step resolving bringing issue possible delivery message causing feel blamed defensive try communicating time upset context begin statements opposed example tell feel angry raise voice instead always yell also avoid using black white terms never always additionally offer sugggestions ways better communicate maybe doesnt know lastly delivering message like use sandwich method starting discussion something postive ending something postive example may say something effect ofdad enjoy discussions share really value opinion times feel angry talk aggressively perhaps try talking using calmer tone bring heated topics lets try work together try less sensitive asking calmi hope find useful
"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
   The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.","Hi. I appreciate your mature instincts and strong efforts to draw clear boundaries in this very complex situation. I agree that it sounds like the adult drama is unnecessary and potentially will affect the children. Children need adults around them to act maturely, cooperatively and peacefully even when they don't like each other; it helps them feel secure and lets them focus on learning and growing. Your ex-boyfriend seems more focused on his own needs. In fact, he demonstrates behaviours that are aggressive, controlling and manipulative, bordering on 'parental alienation'. I agree this is a problem.I also appreciate how protective you are of yourself at this vulnerable time with the pregnancy. It's not unusual for pregnancy to trigger a need to conserve energy and reduce stress. Honour this instinct you have. I will suggest a few things to you. First, to gather support around you, professionally if you need it, from family and friends, and certainly from your husband. If you two are on the same page regarding the children issues and your ex, that will help. He can help run interference when it comes to his daughter. It will help you feel supported.Know that your ex's behaviours aren't happening because you did anything wrong; it's the way he operates (and maybe this is why you're not with him?). You can't change him, but you can stop blaming yourself for his immaturity and aggression. You're correct that he will always be there, and you can both accept this fact and also find ways to manage the situation.Keep on defining clear boundaries! You might sound like a broken record (""You'll have to talk to my husband about that""), but that's okay. It's okay to ignore his efforts to pull you into an argument or power struggle. It's okay to not respond to texts or other communications that aren't vitally important. It's okay to not let him into your house if it makes you uncomfortable. It's okay to not engage with him more than is necessary.Regarding his manipulative behaviours that reflect a tendency to keep your daughter from you, I recommend you document these behaviours and incidents carefully and fully. Let him know what your expectations are, simply and clearly and in writing (""our agreement states X, and you are not following our agreement""). Your daughter doesn't have to be aware; I think you already understand that she needs to be protected from the adult conflict.A professional therapist can help you with all of this. I hope this helps get you started towards greater peace, at least within yourself. :)",constantly problems two people always life daughter exboyfriend married husband’s exgirlfriend involved exboyfriend also daughter together issue always drama pregnant told exboyfriend dont want drama arguments want get along much possible agreed however incident exboyfriend started discussing dropoff details stepdaughter told needed ask husband cant make decisions stepdaughter regarding matter led argument told concern pick daughter stepdaughter’s pickup details husband exgirlfriend especially told didnt want involved somehow turned around wanted change schedule agreed threatened got ugly wouldn’t discuss stepdaughter’s matters point much drama try best get along everyone dont understand went wrong besides replying back question feel like im going crazy constant battle everyone’s frustrations taken children hurting party planned daughter’s birthday exboyfriend told cancel plans wouldn’t let eyes it’s child hurting throwing party birthday problem stupid pickup details stepdaughter control took daughter,hi appreciate mature instincts strong efforts draw clear boundaries complex situation agree sounds like adult drama unnecessary potentially affect children children need adults around act maturely cooperatively peacefully even dont like helps feel secure lets focus learning growing exboyfriend seems focused needs fact demonstrates behaviours aggressive controlling manipulative bordering parental alienation agree problemi also appreciate protective vulnerable time pregnancy unusual pregnancy trigger need conserve energy reduce stress honour instinct suggest things first gather support around professionally need family friends certainly husband two page regarding children issues ex help help run interference comes daughter help feel supportedknow exs behaviours arent happening anything wrong way operates maybe youre cant change stop blaming immaturity aggression youre correct always accept fact also find ways manage situationkeep defining clear boundaries might sound like broken record youll talk husband thats okay okay ignore efforts pull argument power struggle okay respond texts communications arent vitally important okay let house makes uncomfortable okay engage necessaryregarding manipulative behaviours reflect tendency keep daughter recommend document behaviours incidents carefully fully let know expectations simply clearly writing agreement states x following agreement daughter doesnt aware think already understand needs protected adult conflicta professional therapist help hope helps get started towards greater peace least within
"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","Attention is not equal to love and being valued. It may be precisely because your brothers demand so much more your mom's attention through fighting with her that she pays more attention to them. It is a common situation in families where the ""squeaky wheel gets the grease"" and the siblings or family members who don't demand as much attention end up feeling invisible. It sucks to feel invisible and it is important that there is attention for you and that you know how much your mom loves and values you.  This sounds like an important conversation to have with your mom and if she is not able to really understand or help you address this concern you may want to suggest doing some family therapy where a skilled therapist can help you and your family work this out.",treats like im presence she’s always yelling reason gives respect brothers brothers fight respect,attention equal love valued may precisely brothers demand much moms attention fighting pays attention common situation families squeaky wheel gets grease siblings family members dont demand much attention end feeling invisible sucks feel invisible important attention know much mom loves values sounds like important conversation mom able really understand help address concern may want suggest family therapy skilled therapist help family work
"I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house.
 Is there any literature that supports why such adults would behave this way? This is not a joke. I am trying to understand.","Hi, This sounds like a very challenging and upsetting problem - good for you for reaching out! My first thought is, these two adults may have a sleep disorder that could be contributing to the urination in inappropriate places. Since they are adults, and you can't force them to seek treatment,  you might be able to suggest that there could be an underlying medical issue and advise they speak with a medical provider. . As far as what to do for yourself - set some firm boundaries. Be clear about the expectations of your home. Also include the positive and negative consequences should they decide to address or avoid this issue. I hope this helps you, your family members, and the pets!",problem extended family members inappropriately urinating home peeing cat litter boxes bottles directly floors corners house literature supports adults would behave way joke trying understand,hi sounds like challenging upsetting problem good reaching first thought two adults may sleep disorder could contributing urination inappropriate places since adults cant force seek treatment might able suggest could underlying medical issue advise speak medical provider far set firm boundaries clear expectations home also include positive negative consequences decide address avoid issue hope helps family members pets
